author;first_author_surname;institution;inst_adress;country;title;year;journal;volume;number;first_page;last_page;abstract;keywords;doi;n_authors;n_pages;n_refs
José Hyppolito da Silva;Silva;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Pelvic lymphoscintigraphy: contribution to the preoperative staging of rectal cancer;2002;Revista do Hospital das Clínicas;57;2;55;62;"PURPOSE: Preservation of the anal sphincter in surgery for cancer of the distal rectum in an attempt to avoid colostomy has been a main concern of colorectal surgeons. Various proposed procedures contradict oncological principles, especially with respect to pelvic lymphadenectomy. Therefore, prior knowledge of pelvic lymph node involvement is an important factor in choosing the operative technique, i.e., radical or conservative resection. Introduction of ultrasound, computerized tomography, and magnetic resonance have made preoperative study of the area possible. Nevertheless, these resources offer information of an anatomical nature only. Lymphoscintigraphy enables the morphological and functional evaluation of the pelvic area and contributes toward complementing the data obtained with the other imaging techniques. The objective of this prospective study is twofold: to standardize the lymphoscintigraphy technique and to use it to differentiate patients with rectal cancer from those with other coloproctologic diseases. CASUISTIC AND METHODS: Sixty patients with various coloproctologic diseases were studied prospectively. Ages ranged from 21 to 96 years (average, 51 and median, 55 years). Twenty-six patients were male and 34 were female. Thirty patients had carcinoma of the distal rectum as diagnosed by proctologic and anatomic-pathologic examinations, 20 patients had hemorrhoids, 5 had chagasic megacolon, 2 had diverticular disease, 2 had neoplasm of the right colon, and 1 had ulcerative colitis as diagnosed by proctologic exam and/or enema. The lymphoscintigraphy method consisted of injecting 0.25 mL of a dextran solution marked with radioactive technetium-99m into the right and left sides of the perianal region and obtaining images with a gamma camera. The results were analyzed statistically with a confidence level of 95% (P < .05) using the following statistical techniques: arithmetic and medium average, Fisher exact test, chi-square test corrected for continuity according to Yates, and distribution tables for the number of patients. RESULTS: In rectal cancer, the tracer progresses unilaterally or is absent; in other patients, the progress of the tracer is bilateral and symmetrical, although its progress may be slow. Statistical tests showed with high significance that the agreement index between the clinical diagnosis and the result of the lymphoscintigraphic exam was 93%. CONCLUSIONS: Lymphoscintigraphy is a standardized, painless, and harmless test that can be performed in all cases; it differentiates patients with rectal cancer from those with other coloproctological diseases.";"Lymphoscintigraphy; Rectal cancer; Lymph nodes; Staging of rectal cancer; Linfocintilografia; Câncer retal; Linfonodos; Estadiamento do câncer retal";10.1590/S0041-87812002000200002;1;7;28
"Carlos Eduardo Pereira Corbett; Luciano Henrique Gazoni Scremin; Rafael Arsky Lombardi; Joaquim José Gama-Rodrigues; Masayuki Okumura";Corbett;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Pancreatic lesions in acute experimental Chagas' disease;2002;Revista do Hospital das Clínicas;57;2;63;66;BACKGROUND: Chagas' disease is an endemic tropical affliction found from southern United States to Argentina. The acute phase of this disease is difficult to study in man because the symptoms are non-specific and most cases require no medical assistance. Experimental models have been developed for sequential studies, and intense parasitism in all organs and tissues, including the pancreas, have been detected in the acute phase. PURPOSE: To evaluate the involvement of the pancreas in acute experimental Chagas' disease in a mouse model by histopathological characterization. CASUISTIC AND METHODS: Ten BALBc mice, about 20 g, injected i.p. with 100 000 forms of the Y strain of Trypanosoma cruzi were used. The animals were sacrificed after 14 days of infection. Fragments of pancreas were processed by conventional paraffin embedding and hematoxylin-eosin staining. RESULTS: Ruptured pseudocysts and release of parasites to the extracellular medium caused by necrosis of acinar and duct cells and foci of fat were the most striking histopathological features of acute Chagasic pancreatitis. CONCLUSION: Parasitism is the main cause of acute pancreatitis in Chagas' disease.;"Chagas' disease; Pancreas; Pathology; Mouse model; Trypanosoma cruzi; Doença de Chagas; Pâncreas; Patologia; Camundongo; Trypanosoma cruzi";10.1590/S0041-87812002000200003;5;3;15
"Cleverson Winston de Liz Medeiros; William Kondo; Ivo Baptista Júnior; Alvo Orlando Vizzotto Júnior; Lúcia de Noronha; Calixto Antonio Hakim Neto";Medeiros;,Hospital Nossa Senhora das Graças  ;Curitiba Paraná;;Primary rhabdomyosarcoma of the diaphragm: case report and literature review;2002;Revista do Hospital das Clínicas;57;2;67;72;The authors report a case of primary rhabdomyosarcoma of the diaphragm, an extremely rare presentation with only 14 cases reported in the literature. An 18-year-old male presented 2 spontaneous occurrences of pneumothorax. Computed tomography and magnetic resonance showed a tumoral mass on the right diaphragmatic surface, and after biopsy, the diagnosis was compatible with spindle cell rhabdomyosarcoma. Because the visceral pleura was invaded by the tumoral mass, a right pleuropneumonectomy was performed. The patient received adjuvant chemotherapy, and there was no evidence of disease 15 months after the operation. Based on the Intergroup Rhabdomyosarcoma Study Group (IRSG) criteria, which consider the extent of the disease and its surgical resectability, rhabdomyosarcomas can be classified into 4 groups. In clinical group I, which was the classification of our patient, the tumor is localized and completely resectable, which implies a good prognosis. Rhabdomyosarcoma is a rare tumor, and a good outcome may result if it is completely resected.;"Rhabdomyosarcoma; Sarcoma; Diaphragm; Embryonal; Adolescent; Rabdomiossarcoma; Sarcoma; Diafragma; Embrionário; Adolescente";10.1590/S0041-87812002000200004;6;5;27
"Martin Torriani; José Leonardo Goes Lourenço";Torriani;,University of Campinas School of Medicine Department of Radiology; ;;Agenesis of the posterior arch of the atlas;2002;Revista do Hospital das Clínicas;57;2;73;76;PURPOSE: To illustrate the radiological findings and review the current literature concerning a rare congenital abnormality of the posterior arch of the atlas. CASE REPORT: An adult female without neurological symptoms presented with an absent posterior arch of the atlas, examined with plain films and helical computerized tomography. Complete agenesis of the posterior arch of the atlas is a rare entity that can be easily identified by means of plain films. Although it is generally asymptomatic, atlantoaxial instability and neurological deficits may occur because of structural instability. Computerized tomography provides a means of assessing the extent of this abnormality and can help evaluate the integrity of neural structures. Although considered to be rare entities, defects of the posterior arch of the atlas may be discovered as incidental asymptomatic findings in routine cervical radiographs. Familiarity with this abnormality may aid medical professionals in the correct management of these cases.;"Atlas; C1; Abnormalities; Computerized tomography; X-ray; Atlas; C1; Anormalidades; Tomografia computadorizada; Radiografia";10.1590/S0041-87812002000200005;2;3;10
"Yu Kar Ling Koda; Eliana Vidolin";Koda;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Familial hyperamylasemia;2002;Revista do Hospital das Clínicas;57;2;77;82;A 7-year-old white boy was referred to us with a history of 3 attacks of hypogastric pain over the previous 2 years and persistently elevated serum amylase concentrations. At physical examination, he was well with no evidence of clinical abnormalities. His weight and height were normal. Laboratory diagnostic investigations were all normal except for the presence of Ascaris lumbricoides in the feces and persistently elevated serum amylase levels. Serum amylase determinations in the family members were normal in his father and maternal grandmother but elevated in his mother, sister, maternal aunt, and uncle, all of whom asymptomatic. Macroamylasemia was excluded in the child and in the mother. The finding of persistently elevated amylasemia in the child and in the other family members spanning 3 generations, and the exclusion of diseases that lead to hyperamilasemia are consistent with the diagnosis of familial hyperamylasemia. Until now, only 1 similar case has been reported. Familial hyperamylasemia must be considered in the differential diagnosis of hyperamylasemias in childhood.;"Hyperamylasemia; Amylase; Isoamylases; Macroamylase; Pancreatitis; Hiperamilasemia; Amilase; Isoamilases; Macroamilase; Pancreatitis";10.1590/S0041-87812002000200006;2;5;15
"Edson Duarte Moreira; Ezra Susser";Moreira;",Fundação Oswaldo Cruz Centro de Pesquisas Gonçalo Epidemiology and Statistic Nuclei; ,Associação Obras Sociais Irmã Dulce  ; ,Escola Bahiana de Medicina e Saúde Pública  ; ,Hospital São Rafael  ; ,Columbia University School of Public Health Division of Epidemiology";" ;  ;  ;  Bahia; New York ";;Guidelines on how to assess the validity of results presented in subgroup analysis of clinical trials;2002;Revista do Hospital das Clínicas;57;2;83;88;"In observational studies, identification of associations within particular subgroups is the usual method of investigation. As an exploratory method, it is the bread and butter of epidemiological research. Nearly everything that has been learned in epidemiology has been derived from the analysis of subgroups. In a randomized clinical trial, the entire purpose is the comparison of the test subjects and the controls, and when there is particular interest in the results of treatment in a certain section of trial participants, a subgroup analysis is performed. These subgroups are examined to see if they are liable to a greater benefit or risk from treatment. Thus, analyzing patient subsets is a natural part of the process of improving therapeutic knowledge through clinical trials. Nevertheless, the reliability of subgroup analysis can often be poor because of problems of multiplicity and limitations in the numbers of patients studied. The naive interpretation of the results of such examinations is a cause of great confusion in the therapeutic literature. We emphasize the need for readers to be aware that inferences based on comparisons between subgroups in randomized clinical trials should be approached more cautiously than those based on the main comparison. That is, subgroup analysis results derived from a sound clinical trial are not necessarily valid; one must not jump to conclusions and accept the validity of subgroup analysis results without an appropriate judgment.";"Randomized clinical trial; Subgroup analysis; Epidemiological methods; Interaction; Effect modification; Ensaio clínico randomizado; Análise de subgrupo; Métodos epidemiológicos; Interação; Modificação de efeito";10.1590/S0041-87812002000200007;2;5;38
"Rejane Mattar; Claudio Roberto Alves de Andrade; Giovanni Mastrantonio DiFavero; Joaquim José Gama-Rodrigues; Antonio Atílio Laudanna";Mattar;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Preoperative serum levels of ca 72-4, cea, ca 19-9, and Alpha-fetoprotein in patients with gastric cancer;2002;Revista do Hospital das Clínicas;57;3;89;92;INTRODUCTION: The clinical importance of preoperative serum levels of CA 72-4, carcinoembryonic antigen (CEA), CA 19-9, and alpha-fetoprotein (AFP) was prospectively evaluated in 44 patients with gastric cancer. METHOD: The serum tumor marker levels were determined by commercial radioimmunoassay kits. Positivity for CA 72-4 (>4 U/mL), CEA (>5 ng/mL), CA 19-9 (>37 U/mL), and AFP (>10 ng/mL) were correlated according to the stage, histology, and lymph node metastasis. RESULTS AND DISCUSSION: CA 72-4 showed a higher positivity rate for gastric cancer (47.7%) than CEA (25%), CA 19-9 (25%), and AFP (0%). The combination of CA 72-4 with CEA and CA 19-9 increased the sensitivity to 61.4%. The positivity rates of CA 72-4 in patients at stages I and II (initial disease) and in patients at stages III and IV (advanced disease) were 9% and 60.6%, respectively (P < 0.005). No correlation was found between CEA and CA 19-9 levels and the stage of gastric cancer. There was a tendency of positivity for CA 72-4 to suggest lymph node involvement, but it was not significant (P = 0.075). Serum levels of tumor markers did not show a correlation with the histological types of gastric cancer. CONCLUSION: Preoperative serum levels of CA 72-4 provided a predictive value in indicating advanced gastric cancer.;"Gastric cancer; CEA; CA 72-4; CA 19-9; Alpha-fetoprotein; Câncer gástrico; CA 72-4; CEA; CA 19-9; Alfa-fetoproteína";10.1590/S0041-87812002000300001;5;3;24
"Marcelo Sacramento Cunha; Hugo Alberto Nakamoto; Marisa Roma Herson; José Carlos Faes; Rolf Gemperli; Marcus Castro Ferreira";Cunha;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Tissue expander complications in plastic surgery: a 10-year experience;2002;Revista do Hospital das Clínicas;57;3;93;97;"INTRODUCTION: Tissue expanders have been of great value in plastic surgery. Tissue expansion was developed for a specific indication; however, within a very short time, the concept of tissue expansion found wide applicability. From 1990 to 1999, 315 expanders in 164 patients were utilized. A retrospective analysis of complications and prognostic factors for complications were done. METHODS: The indications for tissue expansion were burns (50%), trauma (32%), and sequelae of previous surgery (8.8%). The expanders were inserted most frequently in the scalp, trunk and neck. RESULTS: There were 22.2% of complications and the most common were expander exposure (50%), infection (24%) and bad function of the expander (12.8%). The present study revealed an increased rate of minor complications in the group of 0 to 10 years of age and an increased rate of major complications for face and neck expansions compared to trunk expansion. There were no increased complication rates for the other age and anatomic site groups, previous expansion, concomitant expansion and type of expander used. CONCLUSIONS: The outcomes from tissue expansion procedures done in our hospital are similar to those reported in the literature. Tissue expansion is a good and safe technique.";"Tissue expansion; Tissue expander; Expansion complication; Expanded flap; Expansores teciduais; Expansão tecidual; Complicação expansor; Retalho expandido";10.1590/S0041-87812002000300002;6;4;14
"Alfredo Halpern; Claudia Cozer Leite; Nathan Herszkowicz; Alfonso Barbato; Ana Paula Arruda Costa";Halpern;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Evaluation of efficacy, reliability, and tolerability of sibutramine in obese patients, with an echocardiographic study;2002;Revista do Hospital das Clínicas;57;3;98;102;This is a double-blind, placebo-controlled study of the efficacy, safety, and tolerability of sibutramine in the management of obese patients for a 6-month period. METHOD: Sixty-one obese patients (BMI >30, <40 kg/m2), aged 18-65 years were evaluated. In the first phase of the study (30 days), the patients were given a placebo. We monitored compliance with a low-calorie diet (1200 kcal/day) and to the placebo. In the next stage, the double-blind phase (6 months), we compared placebo and sibutramine (10 mg/day). The criteria for evaluating efficacy were weight loss, reduction in body mass index (BMI), and abdominal and hip circumferences. Tolerability was assessed based on reported side effects, variation in arterial blood pressure and heart rate, metabolic profile (fasting glucose, total cholesterol and its fractions, and triglycerides), laboratory tests (renal and hepatic functions), and flow Doppler echocardiogram. RESULTS: We observed a greater weight loss (7.3 kg, 8% vs 2.6 kg, 2.8%) and a reduction in body mass index (7.4% vs 2.1%) in the sibutramine group than in the placebo group. Classifying the patients into 4 subgroups according to weight loss (weight gain, loss <5%, loss of 5% to 9.9%, and loss >10%), we observed a weight loss of >5% in 40% of the patients on sibutramine compared with 12.9% in the placebo group. We also detected weight gain in 45.2% of the placebo group compared to 20% in the sibutramine group. The sibutramine group showed improvement in HDL- cholesterol values (increased by 17%) and triglyceride values (decreased by 12.8%). This group also showed an increase in systolic blood pressure (6.7%, 5 mmHg). There were no changes in echocardiograms comparing the beginning and end of follow-up, and side effects did not lead to discontinuation of treatment. DISCUSSION: Sibutramine proved to be effective for weight loss providing an 8% loss of the initial weight. Compliance to prolonged treatment was good, and side effects did not result in discontinuation of treatment. These data confirmed the good efficacy, tolerability, and safety profiles of sibutramine for treatment of obesity.;"Obesity; Weight loss; Sibutramine; Obesidade; Perda de peso; Sibutramina";10.1590/S0041-87812002000300003;5;4;22
"Roberto Freire da Mota e Albuquerque; Alexandre Pagotto Pacheco; Arnaldo José Hernandez; Marco Martins Amatuzzi; José Ricardo Pécora; Alexandre Estevão Vamos Kokron";Albuquerque;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Appraisal of surgical treatment of 47 cases of patellofemoral instability;2002;Revista do Hospital das Clínicas;57;3;103;107;"INTRODUCTION: Patellofemoral instability is a common knee disease. Its etiology is complex and variable, with many components making different contributions in each individual, resulting in several distinct clinical presentations. Our goal was to analyze the results of surgical treatment in our hospital over a period of 10 years. PATIENTS AND METHODS: We analyzed 55 knees of 47 patients who underwent surgery for patellofemoral instability and were classified into 2 main groups: proximal realignment and combined proximal and distal realignment. Three other groups were analyzed according to the duration of preoperative symptoms: less than 1 year (group I); 1 to 10 years (group II); and more than 10 years (group III). RESULTS: There were 62% good results overall, with 78% good results in groups I and II. Group III had 81% bad results, showing that a late diagnosis of advanced disease results in a poor prognosis. In addition to late diagnosis, bad results were usually associated with incorrect diagnosis or choice of surgical technique. There was no significant difference between isolated proximal realignment and combined proximal and distal realignment in groups I or II, but in group III, the combined technique yielded better results. DISCUSSION: Our results indicate that patellofemoral instability should be addressed in its early stages. Patients with long-lasting symptoms or more severe disease seem to achieve better results with combined techniques. CONCLUSION: Proximal and distal realignments produce better results than isolated proximal realignment in patients with joint degeneration or with greater duration of disease. The realignment surgery does not produce good results in patients with advanced disease.";"Knee; Patella; Surgery; Joelho; Rótula; Cirurgia";10.1590/S0041-87812002000300004;6;4;18
"Cláudio Flauzino de Oliveira; João Fernando Lourenço de Almeida; Eduardo Juan Troster; Flavio Adolfo Costa Vaz";Oliveira;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Complications of tracheobronchial foreign body aspiration in children: report of 5 cases and review of the literature;2002;Revista do Hospital das Clínicas;57;3;108;111;"Foreign body aspiration (FBA) is one of leading causes of death in children, especially among those younger than 3 years of age. The inhalation of a foreign body may cause a wide variety of symptoms, and early diagnosis is highly associated with the successful removal of the inhaled foreign material. Despite the great advances in endoscopic procedures and anesthesia, a large number of difficulties and complications still result from foreign body aspiration. We describe 5 cases of serious acute complications following aspiration of foreign bodies that became lodged in the tracheobronchial tree, including pneumomediastinum, pneumothorax, total atelectasis, foreign body dislodgment, and need for thoracotomy in children admitted into our intensive care unit in 1999 and 2000; these were all situations that could have been prevented with early recognition and prompt therapeutic intervention.";"Aspiration; Foreign body; Bronchoscopy; Complications; Aspiração; Corpo estranho; Broncoscopia; Complicações";10.1590/S0041-87812002000300005;4;3;20
"Jesus Paula Carvalho; Filomena Marino Carvalho; Flávia Fairbanks Lima de Oliveira; Rosalinda Yossie Asato de Camargo";Carvalho;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Hypothyroidism following struma ovarii tumor resection: a case report;2002;Revista do Hospital das Clínicas;57;3;112;114;Struma ovarii is an infrequent ovarian tumor, and there are only few reports with detailed data of thyroid function. In several cases, malignant struma ovarii have been shown to produce hyperthyroidism, but there is no reported case of hypothyroidism following struma ovarii tumor resection. A 62-year-old white woman underwent right ovary resection that had a pathologic diagnosis of struma ovarii. After 6 days, she developed weakness, myalgia, somnolence, nausea, and arterial hypotension. Laboratory tests showed a high level of thyroid-stimulating hormone (TSH) and a decreased level thyroxin. Thyroxin replacement therapy was initiated, and the patient became completely asymptomatic. This is the first reported case of a previously asymptomatic woman who developed a definite clinical hypothyroidism after resection of a struma ovarii tumor.;"Ovarian neoplasms; Struma ovarii; Hypothyroidism; Neoplasia ovariana; Struma ovarii; Hipotireoidismo";10.1590/S0041-87812002000300006;4;2;10
"José Otávio Costa Auler Jr.; Alessandra Costa Barreto; Solange Coppola Gimenez; Deipara Monteiro Abellan";Auler Jr.;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Pediatric cardiac postoperative care;2002;Revista do Hospital das Clínicas;57;3;115;123;The Heart Institute of the University of São Paulo, Medical School is a referral center for the treatment of congenital heart diseases of neonates and infants. In the recent years, the excellent surgical results obtained in our institution may be in part due to modern anesthetic care and to postoperative care based on well-structured protocols. The purpose of this article is to review unique aspects of neonate cardiovascular physiology, the impact of extracorporeal circulation on postoperative evolution, and the prescription for pharmacological support of acute cardiac dysfunction based on our cardiac unit protocols. The main causes of low cardiac output after surgical correction of heart congenital disease are reviewed, and methods of treatment and support are proposed as derived from the relevant literature and our protocols.;"Pediatrics patients; Heart congenital disease; Cardiac surgery; Postoperative care; Pediatria; Cardiopatia congênita; Cirurgia; Pós-operatório";10.1590/S0041-87812002000300007;4;8;20
"Riad N. Younes; Dario Birolini";Younes;",University of São Paulo Faculty of Medicine Hospital das Clínicas; ,Hospital AC Camargo Department of Thoracic Surgery ; ,Universidade Paulista  ";" ;  ;  ";;Hypertonic/hyperoncotic solution in hypovolemic patients: experience in the emergency room;2002;Revista do Hospital das Clínicas;57;3;124;128;Hypertonic solutions have been studied extensively in the treatment of hypovolemic shock, both in experimental and clinical models. Safety, efficacy, and long-term effects on animals and patients have been evaluated. The present article reviews indications, safety, mortality rates, and outcome in patients with hemorrhagic hypovolemic shock who were treated after admission with a hypertonic/hyperoncotic solution under strict observation in the emergency room.;"Hypovolemia; Hemorrhage; Shock; Hypertonic solution; Emergency room; Hipovolemia; Hemorragia; Solução hipertônica; Pronto socorro";10.1590/S0041-87812002000300008;2;4;15
Joel Faintuch;Faintuch;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Nutritional abnormalities in inflammatory bowel disease;2002;Revista do Hospital das Clínicas;57;4;129;130;;;10.1590/S0041-87812002000400001;1;1;1
"Marcos de Amorim Aquino; Luiz Eugênio Garcez Leme; Marco Martins Amatuzzi; Júlia Maria D'Andréa Greve; Antônio Sérgio A.P. Terreri; Félix Ricardo Andrusaitis; Júlio César de Carvalho Nardelli";Aquino;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Isokinetic assessment of knee flexor/extensor muscular strength in elderly women;2002;Revista do Hospital das Clínicas;57;4;131;134;OBJECTIVE: To assess knee flexor-extensor muscular strength in elderly women with no previous history of musculoskeletal disorders on the lower limbs using an isokinetic dynamometer, in order to obtain data that could be used as a comparative parameter in the evaluation of elderly women with knee disorders, thus facilitating a better rehabilitation of these patients. METHODS: Twenty-six volunteers aged 75 to 83 years were studied using a Cybex® 6000 isokinetic dynamometer. The chosen angular velocity was 60 º/s, and concentric exercise was used for either flexion or extension. The studied parameters were: peak torque, angle of peak torque, and flexor-extensor torque rate. RESULTS: There were no differences between dominant (D) and nondominant (ND) knee peak torque values. This was true for both flexor (D = 42.46 ± 9.09 Nm / ND = 40.65 ± 9.38 Nm) and extensor (D = 76.92 ± 13.97 Nm / ND = 77.65 ± 15.21 Nm) movements. The descriptive statistical analysis of the values obtained for the flexor-extensor peak torque rate and for the angle of occurrence of peak torque was the same for the dominant and nondominant sides. CONCLUSIONS: The values of peak torque for the contralateral side can be used as a reference during rehabilitation of elderly women with acute disease of the knee, and the angular velocity of 60 º/s is proper and safe for isokinetic assessment of elderly people.;"Isokinetic; Knee; Torque; Muscular strength; Elderly; Isocinético; Joelho; Torque; Força muscular; Idoso";10.1590/S0041-87812002000400002;7;3;18
"Francisco S. Vargas; Kiyomi K. Uezumi; Fabio B. Janete; Mario Terra-Filho; Whady Hueb; Alberto Cukier; Richard W. Light";Vargas;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Acute pleuropulmonary complications detected by computed tomography following myocardial revascularization;2002;Revista do Hospital das Clínicas;57;4;135;142;INTRODUCTION: Pleuropulmonary changes are common following coronary artery bypass grafting surgery performed with a saphenous vein graft, with or without an internal mammary artery. The presence of atelectasis or pleural effusions reflects the thoracic trauma. PURPOSE: To define the postoperative incidence of changes in the lung and in the pleural space and to evaluate the influence of the trauma. METHODS: Thirty patients underwent elective coronary artery bypass grafting surgery (8 saphenous vein grafts and 22 saphenous vein grafts and internal mammary artery grafts with pleurotomy). Chest tubes in the left pleural space were used in all internal mammary artery patients. On the second (day 2) and seventh (day 7) postoperative day, patients underwent a computed tomography, and pleural effusions were rated as follows: grade 0 = no fluid to grade 4 = fluid in more than 75% of the hemithorax. Atelectasis was rated as follows: laminar = 1, segmental = 3, and lobar = 10 points. RESULTS: All patients had pleural effusion or atelectasis. Between day 2 and day 7, the number of patients with effusions or atelectasis on the right side decreased (P < 0.05). The incidence of effusions on day 2 in the saphenous vein graft group (87.5%) was higher (P < 0.05) than in the internal mammary artery group (52.3%). The incidence of atelectasis in the lower right lobe decreased (P < 0.05) from 86.7% (day 2) to 26.7% (day 7). The degree of atelectasis in both sides did not differ on day 2 (P = 0.42) but did on day 7 (P < 0.0001). There was a decrease in the atelectasis from day 2 to day 7 on the right side (P < 0.001), but not on the left (P = 0.21). On day 2 there was a relationship between atelectasis and effusion on the right (P = 0.04), but not on the left (P = 0.113). CONCLUSION: The present series demonstrates that there is a high incidence of both minimal pleural effusion and atelectasis after coronary artery bypass grafting surgery, which drops on the right side from day 2 to day 7 post surgery. Factors that contribute to the persistence of changes on the left side include the thoracic trauma and the presence of chest tubes and pericardial effusion.;"Atelectasis; Pleural effusion; Coronary artery bypass surgery; Atelectasia; Derrame pleural; Cirurgia de revascularização do miocardio";10.1590/S0041-87812002000400003;7;7;21
"Miguel Modolin; Glaucia Zeferino Baracat; Luiz Kamakura; Wilson Cintra Jr.; Luiz Gustavo Balaguer Cruz; Marcos Castro Ferreira";Modolin;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Histological comparison of the alar nasal cartilages in unilateral cleft lip;2002;Revista do Hospital das Clínicas;57;4;143;146;"Patients with unilateral cleft lip display characteristic nasal changes that are independent of the degree of deformity. Defenders of the intrinsic theory consider these deformities to be due to embryogenic alterations of the alar nasal cartilages. Those that propose the extrinsic theory defend the thesis that the deformity is due to disorganization of the perioral muscles deformed by the cleft. The purpose of this study is to contribute histological evidence to help clarify the issue. PATIENTS AND METHODS: Specimens of the lateral portion of both the healthy and the cleft side of the alar cartilages were obtained from 18 patients. These uniformly cut specimens were stained by hematoxylin and eosin. Samples from 2 patients were excluded due to imperfections. The same pathologist examined all the slides. He was unaware of the origins of the specimens; he counted the number of chondrocytes and quantified the cartilage matrixes. RESULTS: All data was analyzed statistically, and no significant statistical differences were apparent, either in the number of chondrocytes or the cartilage matrix between the healthy side and the cleft side. DISCUSSION: These results apparently support the group that defend the extrinsic theory; nevertheless, the doubt about the composition of the cartilage matrix remains, not only concerning the glycosaminoglycans that compose them, but also regarding elastin and collagen and its linkages that can cause different degrees of collagen consistency.";"Cleft lip nose; Alar cartilages; Histological study; Nariz de fissurado; Cartilagens alares; Estudo histológico";10.1590/S0041-87812002000400004;6;3;10
"Eduardo Toledo de Aguiar; Alex Lederman; Cid José Sitrângulo Júnior; Pedro Puech-Leão";Aguiar;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Aortofemoral thromboendarterectomy;2002;Revista do Hospital das Clínicas;57;4;147;160;PURPOSE: To study whether endarterectomy is feasible in all patients with aortofemoral atherosclerotic obstruction, considering early and late results. METHODS: A clinical, prospective, and descriptive study carried out in a university hospital. Inclusion criteria were atherosclerotic aortofemoral obstructive disease, clinical status compatible with major surgery, and absence of prior restorative procedure. Exclusion criteria were aneurysm, inflammatory arterial disease, and prior restorative procedure found during surgery. Eighty patients entered the protocol, but 9 were excluded (11.2%). Seventy-one patients, mean age of 57.3 years, underwent endarterectomy. Operative indications were intermittent claudication and critical ischemia. A ring-stripper endarterectomy technique was employed in all patients. Results were related to age, gender, symptoms, presence of diabetes mellitus, extension of endarterectomy, and extent of obstructive disease. Chi square or Fisher exact tests were used when appropriate, and the Wilkoxon (Gehan) test was used to compare survival curves. RESULTS: Sixty-eight (100%) endarterectomies were patent at discharge. The mortality rate was 4.2%. The amputation rate (4.3%) was higher in diabetic patients and when there was associated femoropopliteal obstruction. The 5-year survival rate was 83.3%, and late deaths were mostly cardiovascular. Diabetes mellitus, age above 65 years, and associated femoropopliteal obstruction lowered the survival rate. The 5-year patency rate was 87.0%. Critical ischemia and less extensive endarterectomies were associated with a lower patency rate. There were no anastomotic aneurysms or deep infections. CONCLUSIONS: Aortofemoral thromboendarterectomy is feasible in 90% of patients, early mortality rate is low, diabetic patients and those with associated femoropopliteal obstructive disease have a higher mortality rate, amputation rate is low, late deaths are mostly cardiovascular, and late patency rate is high, and even higher in the intermittent claudication group.;"Aorta; Iliac artery; Endarterectomy; Atherosclerosis; Arterial reconstructive surgery; Aorta; Artéria ilíaca; Endarterectomia; Aterosclerose; Restauração arterial";10.1590/S0041-87812002000400005;4;13;70
"Mônica Fernandes Gomes; Ana Maria Albernaz Camargo; Tatiane Alves Sampaio; Maria Aparecida O. C. Graziozi; Mônica Costa Armond";Gomes;,  ; ;;Oral manifestations of Albright hereditary Osteodystrophy: a case report;2002;Revista do Hospital das Clínicas;57;4;161;166;Albright hereditary osteodystrophy is a hereditary metabolic disorder of dominant autosomal etiology that is commonly characterized by short stature, round face, small metacarpus and metatarsus, mental retardation, osteoporosis, subcutaneous calcification, variable hypocalcemia, and hyperphosphatemia. In this study, we report a clinical case of a 17-year-old woman with Albright hereditary osteodystrophy, and we discuss her clinical, radiographic, and laboratory test characteristics together with the oral manifestations, and we correlate them with the characteristics found in the literature. We also discuss the odontological management of treatment of related periodontal disease and planning for corrections of related malocclusions.;"Albright's hereditary osteodystrophy; Pseudohypoparathyroidism; Gs protein; Parathormone; Oral manifestations; Osteodistrofia Hereditária de Albright; Pseudohipoparatiroidismo; Proteína Gs; Paratormônio; Manifestações bucais";10.1590/S0041-87812002000400006;5;5;21
